link,text,date,Likes,Comments
https://twitter.com/DomWellsOnfolio/status/1674565771744415745#m,Either the seller has no idea what their business is worth or something else is wrong. At first glance it looks like declining profits and seller bailing before too late.,"Jun 29, 2023 · 11:49 PM UTC",6,2
https://twitter.com/Nugg3tplays/status/1674565656421842946#m,I find it so difficult to promote my business these days! It’s so tricky for a small little baking business like mine to get noticed by a wider audience!   Does anyone have any ideas?,"Jun 29, 2023 · 11:48 PM UTC",9,1
https://twitter.com/LattoStreams/status/1674565565392846848#m,no shade but why are you in our business? the idea was there was the same people in multiple groupchats cuz some people weren’t getting along. so i was sayin we can just make one groupchat instead of being in multiple due to negativity,"Jun 29, 2023 · 11:48 PM UTC",2,0
https://twitter.com/Knapperhead2/status/1674565317433991175#m,Checkout @benkellyone  He has lots of great ideas for side business.,"Jun 29, 2023 · 11:47 PM UTC",0,0
https://twitter.com/JoeySchmittPhD/status/1674565160558534657#m,"I have no idea what you're talking about, but I'm being pretty clear.  Jon Tester voted to overturn a local DC law. I will not donate to him because he voted to overturn a local DC law because it's not any of his business, and yet he did it anyways.","Jun 29, 2023 · 11:47 PM UTC",0,0
https://twitter.com/emlylily/status/1674563895074377728#m,whose idea was it to have the smallest residents build the kingdom. this is why it takes them two business days to finish construction.,"Jun 29, 2023 · 11:41 PM UTC",7,0
https://twitter.com/Falcon87456/status/1674563769798893569#m,"honestly it really goes to show the degree to which the idea of the ""homeowner/small business"" was exclusively created to secure american reaction for a couple of decades, and now that the fear of challenge is gone, they can just be cast aside with ease","Jun 29, 2023 · 11:41 PM UTC",9,0
https://twitter.com/MervynA10/status/1674563423718236160#m,"They took away my freedom of movement within the EU, for no good reason.  Banks are a business, to make money not political judgements.  Is the whole truth being told from the chancer that sold the gullible the idea of Brexit??","Jun 29, 2023 · 11:40 PM UTC",0,0
https://twitter.com/CristoferA55799/status/1674562753611149312#m,Three thing I´ve learned about Twiter.  1. People use Twitter to clarify false or miss information given about them.  2. People are more open to express their ideas and thoughs. 📘 3. Business are more engaged to reply black ot its users,"Jun 29, 2023 · 11:37 PM UTC",0,0
https://twitter.com/ihateitheaa/status/1674562630571139076#m,the way i turn ideas to real business.. im genius,"Jun 29, 2023 · 11:36 PM UTC",0,0
https://twitter.com/TageErlinger/status/1674562523742236673#m,Business idea. Get a tartar chef to react to western style beef tartar.,"Jun 29, 2023 · 11:36 PM UTC",17,2
https://twitter.com/jdcmedlock/status/1674561635946745856#m,"My serious take is that a cash during childhood should clearly be higher priority. A cash benefit for young adults is not a bad idea - but no need to wait 18 years to start sending checks, or to restrict it to things like buying a home or starting a business","Jun 29, 2023 · 11:33 PM UTC",196,10
https://twitter.com/minthechoc/status/1674561557047681024#m,if someone gives birth this idea to a full fic….you’ll catch me sobbing for the next 7 business working days 😭,"Jun 29, 2023 · 11:32 PM UTC",3,0
https://twitter.com/AutoTeam604/status/1674561516618633216#m,Thats my idea from 20yrs ago... i have the business plan  as proof.,"Jun 29, 2023 · 11:32 PM UTC",1,0
https://twitter.com/StartupNationZA/status/1674561330618028032#m,"In summary, Kasi entrepreneurs in South Africa must think outside the box to generate profitable business ideas. By doing so, they can differentiate themselves, add value to customers' lives, and contribute to uplifting the township economy. #KasiEntrepreneur #Innovate #ThinkBig","Jun 29, 2023 · 11:31 PM UTC",0,1
https://twitter.com/StartupNationZA/status/1674561328579485696#m,"🔟 Brainstorm ideas: Once you've identified a problem and researched the market, collaborate with family, friends, and strangers to generate unique ideas that set your business apart from the competition. Think big and expand your market beyond your own township.","Jun 29, 2023 · 11:31 PM UTC",0,1
https://twitter.com/StartupNationZA/status/1674561313161314307#m,3️⃣ Learn from others: Utilise resources like Google and YouTube to explore business ideas from different countries or provinces. Adapt and learn from successful ventures that aren't already present in your community.,"Jun 29, 2023 · 11:31 PM UTC",0,1
https://twitter.com/StartupNationZA/status/1674561311089336322#m,2️⃣ Consider personal pain points: Reflect on frustrations or desired improvements in your life. These can serve as a great starting point for a new business idea that addresses those pain points.,"Jun 29, 2023 · 11:31 PM UTC",0,1
https://twitter.com/StartupNationZA/status/1674561306936897544#m,"To truly make a difference and uplift the township economy, it's time for entrepreneurs to break away from the norm and think creatively. Let's explore some tips to help generate unique business ideas. 💡","Jun 29, 2023 · 11:31 PM UTC",0,1
https://twitter.com/ShaanVP/status/1674560858251493378#m,"anyways - you get the idea. It's bomb.   So I call em up..  ""Hello sir, I'd like to purchase your business""   womp womp  not for sale.","Jun 29, 2023 · 11:29 PM UTC",39,2
https://twitter.com/Frederik_2007/status/1674560376644542465#m,6 figure business idea:    Learn Ecom Email Marketing.    Contact stores making $500k+ per year.    Offer done for you services (simple version):    - Core Flows - 2/3 campaigns per week    Sign 4 clients at $3k/mo and you're making 6 figs/year.,"Jun 29, 2023 · 11:28 PM UTC",0,0
https://twitter.com/vanessaxmariaa/status/1674560210361372674#m,"If it makes you feel more like a man, yeah. If you associate muscles with being a man, but that’s your business what makes you feel like a man. Some people take steroids for that same idea and reason. It’s different for everyone","Jun 29, 2023 · 11:27 PM UTC",0,0
https://twitter.com/fc_vagianos/status/1674559755547811841#m,"If you need it for career, then I think it's a great idea.  But if you don't know what you want to be, then it's definitely not a good idea since you're going to get stuck with one job for the rest of your life.   You can try something outside of university - business, company...","Jun 29, 2023 · 11:25 PM UTC",1,0
https://twitter.com/JackiePeytonRN/status/1674559161772777474#m,"I have no idea. I’m not in the running  to be a sexual partner of hers and it’s none of my business. It would be kind of weird for me to know anything about her genitalia, wouldn’t it?","Jun 29, 2023 · 11:23 PM UTC",0,1
https://twitter.com/PeeArrEmm/status/1674559050749444097#m,"Good idea. If this was a business mixer, she's there representing them. I don't expect the cops to do anything, but an employer might want to rid themselves of that kind of toxicity.","Jun 29, 2023 · 11:22 PM UTC",4,0
https://twitter.com/colemftrikle/status/1674558451911892992#m,"Good try,....he's a legit business man. Bidens' son is a damn crackhead. BIG DIFFERENCE. NICE TRY FOR ANOTHER DIVERSION.  BUT YOURE RUNNING OUT OF IDEAS....LOL","Jun 29, 2023 · 11:20 PM UTC",0,0
https://twitter.com/comfyboomer/status/1674557960377212929#m,The idea of virginity hurts one thing - your business model.,"Jun 29, 2023 · 11:18 PM UTC",0,0
https://twitter.com/mazlan_abbas/status/1674557810779258881#m,“Innovation distinguishes between a leader and a follower.” - Steve Jobs  It’s easy to jump on the bandwagon and follow along with what everyone else is doing. But true leaders are the ones coming up with out-of-the-box ideas that set a new standard for “business as usual.”,"Jun 29, 2023 · 11:17 PM UTC",0,0
https://twitter.com/Nifty1014/status/1674557594424229889#m,"So, it's time to take your ideas and make them real. Remember, every successful business starts with a simple idea. You've got this! 💪 #Motivation #BusinessIdeas","Jun 29, 2023 · 11:16 PM UTC",0,0
https://twitter.com/Nifty1014/status/1674557579626946560#m,"Step 1️⃣: Start with random ideas. 🧠 You don’t need a ""million-dollar idea"" to start a business. Just take note of your random thoughts. Remember, Facebook started as a college experiment! 🚀 #Ideation","Jun 29, 2023 · 11:16 PM UTC",0,1
https://twitter.com/Nifty1014/status/1674557577550794753#m,🚀 Excited to share a step-by-step thread on how you can turn your random ideas into a one-person business. Buckle up for a journey from ideation to execution. 💡#Entrepreneurship #BusinessIdeas,"Jun 29, 2023 · 11:16 PM UTC",0,2
https://twitter.com/bambylea/status/1674557281093165061#m,"You have much more faith in private businesses than I do. I'm a business owner and I see the destruction of big business on my fellow small businesses daily. Stealing our ideas, operating a loss leading targeted campaign to shut small stores down, falsely raising material costs.","Jun 29, 2023 · 11:15 PM UTC",5,2
https://twitter.com/MoonerDawg/status/1674557093867651072#m,"I have an idea, let’s all hire Hunter’s tax return preparer and reduce our taxes with personal deductions and reduce our taxes and put the federal government out of business!  If we get caught it is only a misdemeanor and no jail time!  No Joke!","Jun 29, 2023 · 11:14 PM UTC",1,1
https://twitter.com/nilohotelfoxtrt/status/1674557071029673984#m,incredible business idea if someone wants to figure out how to make that happen,"Jun 29, 2023 · 11:14 PM UTC",2,1
https://twitter.com/joshbrady1022/status/1674557052163698689#m,"Quick life update…After a little over 5 years in the gaming industry, my position was eliminated. Having already toyed with the idea of going into business for myself, I am proud to say that I have passed the FL Real Estate exam and will be joining the team @ExitBayshore (1/3)","Jun 29, 2023 · 11:14 PM UTC",18,2
https://twitter.com/Hebrewsaurusre1/status/1674556808789147648#m,"Oh he isnt perfect, its more about minding your own business. Y'all want to be American so badly that maybe we should actually expand the empire. Its getting more popular of an idea every day...","Jun 29, 2023 · 11:13 PM UTC",0,0
https://twitter.com/_itsjustmefr_/status/1674556665394331651#m,"The show is made by The Weeknd, this is all his plot and idea  Now mind your business, snow white","Jun 29, 2023 · 11:13 PM UTC",1,1
https://twitter.com/MoonerDawg/status/1674556663645315078#m,"I have an idea, let’s all hire Hunter’s tax return preparer and reduce our taxes with personal deductions and reduce our taxes and put the federal government out of business!  If we get caught it is only a misdemeanor and no jail time!  No Joke!","Jun 29, 2023 · 11:13 PM UTC",4,1
https://twitter.com/AriTeman/status/1674556525795311616#m,Dinners with no phones allowed and no talking business for the first hour. Ask a deep question like: If there's one thing you can get the world to start or stop doing what is it?  Ideas flow when people see the humanity in one another,"Jun 29, 2023 · 11:12 PM UTC",0,0
https://twitter.com/MoonerDawg/status/1674556473190350851#m,"I have an idea, let’s all hire Hunter’s tax return preparer and reduce our taxes with personal deductions and reduce our taxes and put the federal government out of business!  If we get caught it is only a misdemeanor and no jail time!  No Joke!","Jun 29, 2023 · 11:12 PM UTC",1,1
https://twitter.com/dannymacmillan/status/1674556311290396672#m,"You created unlimited liability for them. They don't post the links, but they would have to pay for them. Of course they are exiting the news business.  This idea is one of the worst ideas out of this government, and that's saying something because there's stiff competition.","Jun 29, 2023 · 11:11 PM UTC",218,3
https://twitter.com/CalpMelvin/status/1674556160597278721#m,"I got bacalaitos frying, 50 business ideas and 4 mixed churros trying to get into UPenn or Princeton. Good luck out working me!  CamdenCountyMatters! #LetsGo  The little cubanelles are homegrown and spicy.","Jun 29, 2023 · 11:11 PM UTC",0,0
https://twitter.com/rkfg_me/status/1674556063750692864#m,I guess the business idea here is to only allow switching to the old player for the blue subscribers. It will make them billions.,"Jun 29, 2023 · 11:10 PM UTC",1,1
https://twitter.com/aroundhim_d/status/1674555943097344001#m,"My time as an @aspenideas fellow was inspiring! I attended thought provoking sessions and met people doing amazing work. The best part was connecting with brilliant #Native leaders pushing our ideas to the forefront in climate, business, governance, youth engagement, and more!","Jun 29, 2023 · 11:10 PM UTC",24,2
https://twitter.com/YNGPARDS/status/1674555275985174528#m,So much ideas for business!! Kalma lang one step at a time.,"Jun 29, 2023 · 11:07 PM UTC",0,0
https://twitter.com/Goatmosphere/status/1674555150676152321#m,"i think this fandom has a huge problem with policing what adults do together. really weird af to insert yourself there. same vibe with right wing obsession over the dirty gays and what they do in private. crazy concept, but here's an idea: mind your own business.","Jun 29, 2023 · 11:07 PM UTC",27,0
https://twitter.com/MoonerDawg/status/1674554692968300550#m,"I have an idea, let’s all hire Hunter’s tax return preparer and reduce our taxes with personal deductions and reduce our taxes and put the federal government out of business!  If we get caught it is only a misdemeanor and no jail time!  No Joke!","Jun 29, 2023 · 11:05 PM UTC",1,7
https://twitter.com/miamilawdaddy/status/1674554364755603457#m,Well of course the market dynamics can adjust. If the player pool hates the idea maybe they lose business. But the choice is theirs. That’s what I was aiming at,"Jun 29, 2023 · 11:04 PM UTC",2,3
https://twitter.com/dltnio/status/1674554251773898755#m,"Yes, definitely. Bennett’s whole idea was that people weren’t living up to their potential, so people who say “oh I don’t have time for that because kids and family and my business, etc..” is actually great! They’re living how they should be. His book was a prescription to people stuck in Groundhog Day.","Jun 29, 2023 · 11:03 PM UTC",0,0
https://twitter.com/marketigation/status/1674554126343217152#m,Do you have a strategy for promoting your business?Planning ahead can greatly simplify the process of carrying out marketing initiatives and producing the desired results. Have no idea where to begin? Learn more https://marketigation.com/our-services/marketing-strategy/ #digitalmarketing #marketingplan,"Jun 29, 2023 · 11:03 PM UTC",0,0
https://twitter.com/geerlingguy/status/1674553738986414080#m,"I've asked about whatever ""shady underhanded business dealings"" may have triggered this whole @RedHat debacle on the @rocky_linux forums: https://forums.rockylinux.org/t/vague-accusations-about-shady-business-dealings/10505  So far, nobody in the Rocky Linux community has any idea to what shady business deals Mike is referring.","Jun 29, 2023 · 11:01 PM UTC",36,1
https://twitter.com/Sir_Essel/status/1674552871528939520#m,I have no idea why Chelsea is able to do all these business tbh.,"Jun 29, 2023 · 10:58 PM UTC",0,0
https://twitter.com/edmeyer_able/status/1674552712296316930#m,maybe having a potus45 and his bitch kid doing business in china for 4 years wasn't such a great idea.,"Jun 29, 2023 · 10:57 PM UTC",0,0
https://twitter.com/Matthew19280624/status/1674552403780308992#m,Also the recording or passing on of personal and professional development material as your own or taken any thing that could be considered as part of my business ideas as your own to deliberately claim money or claim to me and my abilities will lead to the same results as the,"Jun 29, 2023 · 10:56 PM UTC",0,1
https://twitter.com/the_free_ideas/status/1674552316618510336#m,"If you put any of the following in your title:  American Freedom Patriot Christian   The blue checkmarks will buy tickets. Good business, really.","Jun 29, 2023 · 10:55 PM UTC",0,0
https://twitter.com/AngelaDavisHair/status/1674551659907674114#m,"If that ain't the truth...smh Since we've largely been locked out of these sectors we have NO IDEA how money is flowing. And you can make life changing, family wealth building money and still be considered a small business. It's insane. The more frustrating part, is the few Black","Jun 29, 2023 · 10:53 PM UTC",0,0
https://twitter.com/FumblingFilm/status/1674550591060598785#m,"I had my 1st startup at 25, had zero idea of business but had all the energy & confidence in the world Man it felt gooood to set my own schedule, hours, work.  When you lose it all, inc your basic freedom, and the world moves on without you? That's a fork in the road.","Jun 29, 2023 · 10:49 PM UTC",2,0
https://twitter.com/ChairmanJTS/status/1674550430309797888#m,I just have no idea how in todays trucking business you can bail yourself out of 1.5 billion in debt.   Seems Only the government can do that because they have power to print its own money off its magic money tree.,"Jun 29, 2023 · 10:48 PM UTC",2,1
https://twitter.com/Acquira01/status/1674550260742365185#m,"@LoganARobison Starting a home service business is a great idea! It's a low-capital, evergreen opportunity that can be managed part-time.","Jun 29, 2023 · 10:47 PM UTC",1,1
https://twitter.com/triciakorzelius/status/1674550193646190593#m,you have no idea what you are talking about.   Until you live either of their lives you do not know what it is like.  These a people.  Stay out of their business.,"Jun 29, 2023 · 10:47 PM UTC",0,1
https://twitter.com/AbsAntibody/status/1674549490760683520#m,"The @WCP2023 in Glasgow starts July 2nd, and our Business Development Manager will be there! If you want to exchange ideas or learn more about Absolute Biotech and Absolute Antibody products and services, please contact us! #WCP2023 https://wcp2023.org/","Jun 29, 2023 · 10:44 PM UTC",1,0
https://twitter.com/AbsoluteBiotech/status/1674549286544228352#m,"The @WCP2023 in Glasgow starts July 2nd, and our Business Development Manager will be there! If you want to exchange ideas or learn more about Absolute Biotech and Absolute Antibody products and services, please contact us! #WCP2023 https://wcp2023.org/","Jun 29, 2023 · 10:43 PM UTC",1,0
https://twitter.com/QueenisOuinis/status/1674548693721022467#m,"I have a pile of work,& this is the moment I decide hmm wouldn’t it be brilliant to create a business proposal for a dream job? No. No, it wouldn’t be goddamn brilliant. If they made an offer aha jokes on me I’m still in school 🙃 why am I like this?! Great idea, bad fucking time","Jun 29, 2023 · 10:41 PM UTC",2,1
https://twitter.com/manrajdosanjh/status/1674548586280030209#m,Any interesting business ideas with a zoning like this?,"Jun 29, 2023 · 10:41 PM UTC",1,0
https://twitter.com/TheGirl_AC_/status/1674547960372183041#m,Not a lie toldddddd! I stopped tellin mfs shit that I had planned business wise and sure enough j started seeing more progress on my ideas and less of them getting ruined or stolen.,"Jun 29, 2023 · 10:38 PM UTC",1,0
https://twitter.com/TIPfromtheVIP/status/1674547736408981506#m,"Glad I did this. Although I consider myself a pretty confident person, after I got the idea to start the perfume business, I had to believe I could actually do it. And that took about a year.   I started telling people once I truly believe in myself & my idea.","Jun 29, 2023 · 10:37 PM UTC",0,1
https://twitter.com/REPEALGRA/status/1674547354341457922#m,"For what? We have no idea what she means by this. Is she same sex orientated? If not, she has no business appropriating. #QueerIsASlur btw.","Jun 29, 2023 · 10:36 PM UTC",0,0
https://twitter.com/anderssandberg/status/1674547263048228872#m,"Could this sports event actually work economically, ethically, and be interesting to watch in practice? No idea. It is a nontrivial problem of designing incentives, a vision, a business and a public spectacle. Might be watchable on its own.","Jun 29, 2023 · 10:35 PM UTC",1,1
https://twitter.com/fuckapick/status/1674547077001388032#m,sharing things and ideas is what business was supposed to be about not about choking the life force out of your competition so u can churn out shit products everyone is forced to buy,"Jun 29, 2023 · 10:35 PM UTC",0,1
https://twitter.com/Ocheryllynne/status/1674547066121465860#m,You have no idea what Hunter’s business dealings were and we don’t put people in jail in this country because you don’t like them.,"Jun 29, 2023 · 10:35 PM UTC",1,0
https://twitter.com/lifesylesport/status/1674547031526846465#m,"The best idea is to stop it at source. Disable the boats beyond repair, no one comes across simples!!!! The smugglers fail no one drowns. Whoever & wherever the boats come from cancel contracts of the business and close it.","Jun 29, 2023 · 10:34 PM UTC",0,0
https://twitter.com/ghostpoot/status/1674546562939387904#m,I don't particularly like talking about my childhood trauma bc it's nobody's business & also I don't want people to use my story as a negative gotcha about trans people bc I don't think my mom trying to force me to be her idea of a boy & my nana forcing me to be her idea of a—,"Jun 29, 2023 · 10:33 PM UTC",3,1
https://twitter.com/RClackOfficial/status/1674546217970270208#m,"Our Year 10 students recently spent a day with Capital Group Stock Market Trading where they learnt about the stock market, saw live trading and pitched their business ideas to industry experts. Thank you to Mr Hamill for organising and our Year 10s for their excellent engagement","Jun 29, 2023 · 10:31 PM UTC",2,2
https://twitter.com/CalpMelvin/status/1674546008464797699#m,"I got bacalaitos frying, 50 business ideas and 4 mixed churros trying to get into UPenn or Princeton. Good luck out working me!","Jun 29, 2023 · 10:30 PM UTC",0,0
https://twitter.com/DudLeftAndRight/status/1674545931708932099#m,"@stellacreasy says, ‘going into the privatisation argument, competition where the customer decides who gets the cash yes, but the idea was politicians could not be trusted to choose business, then with Mike references, then voter ID laws. What can politicians be trusted with?’","Jun 29, 2023 · 10:30 PM UTC",0,0
https://twitter.com/elpadila7/status/1674545564682158081#m,Reckless spending and embarking on projects we cannot finish and have no idea of how the business works. They make or steal money and build multiple houses/gas stations and hotels that they can’t maintain and in a short while they’re broke.,"Jun 29, 2023 · 10:29 PM UTC",4,0
https://twitter.com/peura2714/status/1674545188818018307#m,"SBI royal au idea, free for taking:  Tommy is a young tailor who has just enherited his late parents' shop. Business has been quiet, so when a very banged up adventurer comes in, he decides to do a favour.  Tommy fixes his cloak, helps him pick out new clothes-","Jun 29, 2023 · 10:27 PM UTC",1212,2
https://twitter.com/hellochas/status/1674544786739548163#m,Right And her business ideas are so pretty too  They reall be missing,"Jun 29, 2023 · 10:26 PM UTC",1,0
https://twitter.com/BusPlanQuick/status/1674544531486695424#m,Business Pitch webpage now available on Business Plan Quick Builder. A unqiue way to share your ideas with investors:     https://www.businessplanquickbuilder.com/ #investment #startups #kickstarter #businessowner #startupbusiness,"Jun 29, 2023 · 10:25 PM UTC",0,0
https://twitter.com/ArthurCDent/status/1674544447688970240#m,Let’s say the manufacturing company goes out of business. Do all the workers lose their vote until they can find a job? What about a mum who doesn’t have a job but does all the household work? Who checks they’re contributing something? IDK how your restricted vote idea works!,"Jun 29, 2023 · 10:24 PM UTC",1,1
https://twitter.com/AspiringtobeDre/status/1674543810708119553#m,😂😂😂  also my million dollar idea for a business is to install better radios in airplanes. it’s called “hi tech-sky tech”,"Jun 29, 2023 · 10:22 PM UTC",0,2
https://twitter.com/BeltFedPapi/status/1674543641719721985#m,Musk himself. I will use the time to show him my business idea (a really big water slide from earth to mars),"Jun 29, 2023 · 10:21 PM UTC",1,0
https://twitter.com/uncdmsl/status/1674543290832568322#m,Love them phone calls about business ideas and making moves especially when it come to helping out the youth ❗️🙏🏽💪🏾💪🏾,"Jun 29, 2023 · 10:20 PM UTC",0,0
https://twitter.com/Ali1_hundoe/status/1674542684730544129#m,"In relationships I wonder what percentage of women spoil their men? Because when I am with MY Man, he is getting: Support, love, reassurance, ideas on business, financial stability, help with finances, unlimited s*x, gifts & trips and acts of service…","Jun 29, 2023 · 10:17 PM UTC",13,3
https://twitter.com/_cultfavorite/status/1674542078775181314#m,i do not discuss my business plans/ideas with men ; give me cash or move around,"Jun 29, 2023 · 10:15 PM UTC",2,0
https://twitter.com/DustinStockton/status/1674541801531904000#m,"The idea that getting “entrance” to higher education is a benefit to the scam victim is the bullshit underlying the entire argument about affirmative action.   People who get access to cheap business credit get a leg up, people who get into universities get screwed.","Jun 29, 2023 · 10:14 PM UTC",5,2
https://twitter.com/andrew_jones9/status/1674541762608611329#m,Business idea: bodega-sized Macy’s,"Jun 29, 2023 · 10:14 PM UTC",1,0
https://twitter.com/KLenoreRivera/status/1674541402804596736#m,Had no idea small business should use Twitter!  Great read. https://www.liveabout.com/top-reasons-why-your-small-business-should-use-twitter-2948523,"Jun 29, 2023 · 10:12 PM UTC",0,1
https://twitter.com/pmasonTBL/status/1674540655215886338#m,"Climate change ideas, talk and action get I the way of our favorite pastime, consumption. We have been raised to be professional consumers. We work so that we can buy. We buy so much the storage business is booming since we need places to stash all the stuff.","Jun 29, 2023 · 10:09 PM UTC",15,2
https://twitter.com/nopopazana/status/1674540609678323717#m,Moving Ahead WITH YOU SOON #HARAHAN AHLUWALIA HEAVYWEIGHTS BIG BROTHERS THANKSGIVING MY GRATITUDE ALLOWING METO MAKE YOUHAPPY WITH MY KNOWLEDGEABLE MINDSET INTO VIABLE IDEAS OF TOURISMSAWE HELP YOU GO FURTHER BUSINESS MANAGER SERVICES #GOALSAREPOSSIBLE YET TO BE SEEN SIDE BY SIDE,"Jun 29, 2023 · 10:09 PM UTC",1,0
https://twitter.com/rcinsocal/status/1674540523619778560#m,"Biden family business, none of yours or ours.  You simply have NO idea of their family dynamic nor should you.","Jun 29, 2023 · 10:09 PM UTC",0,1
https://twitter.com/JRueParoah/status/1674540510927544324#m,Who says they are gay?  If they are why is it your business?  Why is it your place to tell anyone?  See how dumb the whole idea is? You played yourself. Lol,"Jun 29, 2023 · 10:09 PM UTC",0,0
https://twitter.com/bigideaportugal/status/1674540319319158787#m,What’s the business idea here?,"Jun 29, 2023 · 10:08 PM UTC",0,0
https://twitter.com/Redwulf_XIII/status/1674540030725877766#m,Good. Glad to see it! Racist ideas like affirmative action have no place in schools or places of business,"Jun 29, 2023 · 10:07 PM UTC",1,1
https://twitter.com/TelemaqueAlpha/status/1674540003215417347#m,Why reach out to it when both the idea and its personification are sad mistakes ?,"Jun 29, 2023 · 10:07 PM UTC",3,0
https://twitter.com/BarefootAdvisor/status/1674539479749791744#m,"Worked for years to achieve a goal in my 1st business.  Once I got there I found that I was miserable and the goal wasn't as great as I had envisioned.  It's really hard to come to terms with the idea that your goals can change as you go through life.   It's not that you were wrong in the first place, but that you evolved as you learned more.  Be open to change. #evolution","Jun 29, 2023 · 10:04 PM UTC",8,0
https://twitter.com/AndyDillier/status/1674539265391308805#m,Pretty hefty markup on saline. Genius business idea 💡,"Jun 29, 2023 · 10:04 PM UTC",0,0
https://twitter.com/MRLOVESME/status/1674539109124042754#m,"I have business idea with grounds research done. Only thing needed to proceed is start up capital, minimum should be around 300k.  Would you like to invest?","Jun 29, 2023 · 10:03 PM UTC",4,3
https://twitter.com/ScotchGuyDan/status/1674538912029769728#m,Twitter can be an incredible connection tool.  I continue to be amazed at the phenomenal people I've been able to connect and exchange ideas with on this platform.    Looking forward to turning some of these into deeper business partners... 😎,"Jun 29, 2023 · 10:02 PM UTC",9,1
https://twitter.com/UKinCaribbean/status/1674538730701332480#m,The 🇬🇧High Commission in 🇹🇹 was delighted to partner with Women-Owned Media & Education Network to deliver training to 50 women entrepreneurs. We learned about how they turned their idea of a business into reality during the pandemic. @harryvx #womenleaders #community #UKinTT,"Jun 29, 2023 · 10:01 PM UTC",16,0
https://twitter.com/AGWoodDale/status/1674538672513863683#m,Wondering how to bring your creative business card ideas to life? A professional printer like AlphaGraphics Wood Dale can help turn your ideas into a mini ambassador for your brand.   Learn more:  - https://b.link/business_cards - #AlphaGraphics #PrintMarketing #networking #BeSeen,"Jun 29, 2023 · 10:01 PM UTC",0,0
https://twitter.com/DistrictC17/status/1674538652104359937#m,"Students in Johnston County wowed their business partner with solutions. The business told us, ""Feel free to have any of the 7 students reach out to me if they are interested in a summer internship to implement any of the ideas they presented today."" 👏@OLR_NCDPI #NCSummer2Excel","Jun 29, 2023 · 10:01 PM UTC",3,0
https://twitter.com/SPSDigitalTech/status/1674538517580460046#m,Stuck in a business rut? 💼 Need a fresh idea to kickstart your entrepreneurial journey? Coming soon is a website that generates brilliant business ideas on demand! 🚀 #Entrepreneurship #BusinessIdeas #Innovation,"Jun 29, 2023 · 10:01 PM UTC",0,1
